paragraph;label;tribunal;witness;document;case;date
by these men to building number five the cultural office center were many of us but he did not ask where we were going but he could see he could see that it was the Interahamwe that were bringing us there I think your Honor at this time I am finished for the moment with Exhibit A Yes he was looking at us because there THE PROSECUTOR THE PRESIDENT I ask for the accused then to return to his seat Weâ€™ll take a recess now We shall resume at p m For the continuation of the examination in chief of witness JJ Court now stands adjourned   Pages through taken by R Lear i il i Il O i MR PRESIDENT The session is called to order Can you draw the curtains and bring in the witness THE WITNESS MR PRESIDENT MR PROSPER Good afternoon witness Good afternoon Mr President Prosecutor I give you the floor to continue your examination in chief Thank you Your Honours Your Honours with the Chamberâ€™s permission I would like to briefly return to Exhibit BY MR PROSPER Q Witness JJ when we left off you were explaining to us how you were taken by some Interahamwe and brought to the cultural center which you identified as Building No here For the record on Building No I will mark it with a CC so that it is clear on our Exhibit At this time how many of these men were I O Q A;0;3;Witness JJ;TRA000026/1;ICTR-96-04;23.10.1997
Q A Q A Q A There were many there were very many at that escorting you to the cultural center time In fact we did not have the presence of mind to be able to count them At this time you mentioned to us that Akayesu was in the yard the courtyard of the compound Can you tell us exactly where he was at the time that you passed him He was standing there in front of the bureau communal of Taba Okay lâ€™ll use the pen to point to the area Can you tell me when I am close to where he was standing Is it near the A where he was standing before Just in front of the bureau communal This area here Yes exactly there MR PROSPER Your Honour let the record reflect that I will mark an A by the area the witness has just BY MR PROSPER indicated Where is the entrance to this cultural center Is it in the front of the building the back of the building if you know A There were three doors There is a door in i il O A Q A Q A Q A Q MR PROSPER MR PROSPER front there is a door to the left side and another door behind just behind a small bouse the small bouse you see behind there But we entered by the front door The front door Is that what we see in the photograph here what appears to;0;3;Witness JJ;TRA000026/1;ICTR-96-04;23.10.1997
be facing the Yes just to the door opposite the road Is this the area where Iâ€™m pointing now road Yes Again for the record lâ€™ll mark this with an arrow pointing to the door I may have asked you this before and forgive me for reasking if I did but at the time you saw Akayesu was he there alone or with someone He was with policemen and some Interahamwes who As for the policemen were these policemen met him there armed They were armed They never abandoned their arms They were standing outside armed Do you know who these policemen were A I could not identify them I was not able to Q A Q A Q i il O look at their faces In fact we were confused They were asking us to leave We knew we were going to die in that room What was Akayesu doing with the Interahamwe if you were able to tell They were talking but I canâ€™t know what they were talking about because we were being asked to leave quickly and go back to the house When you were being taken to the bouse were you being taken  was this voluntary or were you being taken by force They dragged us by force Now Witness Jj at this time I would like to talk about what happened once you entered into the cultural center Building No Can you tell me once you entered into the house what did you;1;3;Witness JJ;TRA000026/1;ICTR-96-04;23.10.1997
see upon entering into the room Prosecutor for the following part of the next questions you still need the slide MR PRESIDENT MR PROSPER No MR PRESIDENT You have the floor O Q A Q A Q A i il O MR PROSPER BY MR PROSPER Thank you When you entered into the cultural center what did you see upon entering into the room When we entered the house the Interahamwe pounced on us and started raping us Okay Again this might be a little difficult to talk about but we need to speak in a little detail as to what actually happened to you upon entering into this room What happened to you when you entered into the cultural center When we entered the house  here lâ€™ll talk about what happened to me I was not interested with doing others I heard young girls shouting near me but I will recount what happened to me personally And what happened to you They threw us into the house since they spent the whole day drinking and smoking marijuana I saw a young man who rused at me He led me to a corner of this room He undressed He put his clothes on the ground while it was still daylight I was wondering what he was going to do but I could see his intentions I asked him Q A Q A i il O what was happening He replied to me that I no longer had any right;1;3;Witness JJ;TRA000026/1;ICTR-96-04;23.10.1997
to ask him anything that had been abandoned even by the authorities And then what happened He took his penis and inserted it into me In fact he did humiliating things to me although I am a mother The experience was very shocking to me What happened When he finished the first time he started a second time I was so exhausted I was almost insensitive It was very difficult for me to put my legs together He left me there He abandoned me there and went away He climbed to the area where other persons were raping the other women who were with me Where I was lying I could hear people the cries of young girls I could not stand up to see them to watch them Where I was trying to recover some energy in order to stand up a second person came to me and asked me to fie down once again or made me lie down once again AIl I saw is that he i il Q A undressed he took off his trousers He was left with some pants some underwear When he pulled out his penis he still had his underwear on He also raped me but I was practically dead It was as if I was being killed Maybe he realized that I was going to die When he finished the act he left immediately A third person came while I was still lying down there When he saw me rolling on;1;3;Witness JJ;TRA000026/1;ICTR-96-04;23.10.1997
the ground he saw that I was practically dead so he put on a condom It was very difficult for me indeed to be able to put my two legs together to put my thighs together It was as if it was a duty What happened at this time When they finished they went away We tried to drag ourselves In fact we were actually dragging ourselves on Since we could not walk we dragged ourselves up to the point where we were before I went to a neighbor and asked for a little water in order to try to treat myself I asked for some warm water Since he was a believer he gave me water and some pomade to apply to my Q At the time that these events were occurring do I il O Q A Q A A Q A A body When I arrived there  in fact I looked like somebody who had been in mud At this time how were you feeling emotionally I was shivering when I left the place I felt so weak I was so weak And mentally died at that time I had lost consciousness I was wishing I had you know where Akayesu was I saw him when I entered When I was passing I left him in front of the bureau communal But when I came back I had lost my mind I could not remark him My eyes  I couldnâ€™t see Later that day were;1;3;Witness JJ;TRA000026/1;ICTR-96-04;23.10.1997
you able to get some rest well and recuperate I was not at peace I didnâ€™t have peace of mind nor peace of the body But I believed I was going to die I was wondering what type of death I was going to die the day after this event if you recall The following day the Interahamwe in fact who were getting used to us they came to visit us Q Letâ€™s move on to the next day Where were you Q A Q A Q A Q A Q i il A Q as usual They came to see us time and again When you say they came to see you time and again would they do the same acts meaning tape you and the others They came to beat us up They came to  they also beat us up The next day did you see Akayesu I saw him the following day as well I saw him the following day Interahamwes came to see us time and again After looting and pillaging they came to see us Did you ever see Akayesu holding any meetings that day or the subsequent days The same day there was a meeting of Interahamwes and other teachers There were also businessmen or traders I was not near them but I could see them in a meeting They were holding a small meeting Was Akayesu present at this meeting Yes he was present These people who attended the meeting do you;1;3;Witness JJ;TRA000026/1;ICTR-96-04;23.10.1997
know whether or not they were Hutu or Tutsis They were Hutus because the Tutsis had been Now Witness JJ were you ever taken back to the killed A Q A Q A i il O cultural center after this first incident After the meeting the Interahamwe again made us return to this house How many people did the Interahamwe take into the house on this occasion There were a number of people I think there were more than ten persons because others were leaving the communal office little by little to go back to their own  well into the houses of others where they were killed Did you enter the culture center on this occasion They also dragged me into there but it was like dragging a dead person because I was just about dead I could not walk And the place where they used to drag me it was like dragging a dead person Q I hate to ask you this question but can you tell us what happened on this second occasion when you entered the cultural center A When we arrived inside they did the same thing to us that they did before They raped us again Even the day before we were alÃ§eady like we were dead So it was like they were killing US i il O Q A Q A Q A Q A Q A Q A At that time on this occasion how many times were you raped Only two;1;3;Witness JJ;TRA000026/1;ICTR-96-04;23.10.1997
times was net left it As this was happening do you know where Akayesu He was in the communal office as well He had Do you know whether or not at that time or after you were raped he ever came to the area of the cultural center I remember one time he came in front of the center and he addressed the Interahamwe and told them So never ask me what a Tutsi woman is like  occasion Did he say this at the time you were in the cultural center for the second time on a second He said this the second time He came a second time That is when he said Never ask me ever again what a Tutsi woman tastes like  Could you see and hear him clearly at this time I saw him and I heard him myself He was standing there at the entrance to the center What happened after this incident He also told them Never ask how a Tutsi woman I Il tastes like  and that Tomorrow they will be killed  What happened next Q A The following day since I could no longer walk and I had a great deal of difficulty walking because I even had a child it was difficult for me to carry my child The following day after the meeting after these events I had some money that a wellwisher had given to me when he found me there in the compound When;1;3;Witness JJ;TRA000026/1;ICTR-96-04;23.10.1997
the baby began to cry I went to the store to buy a beignet like a cookie for the child When I returned I encountered people  THE INTERPRETER THE WITNESS Interprete r did hot get the answer When I returned I saw they were carrying a person named Ntereye and they were saying this person was imprisoned in the commune office itself THE INTERPRETER The President is saying that the answer to the last question the answer was not understood by the interpreters Could you please explain once again what happened with Ntereye THE WITNESS When I returned from the store I saw people who were carrying a man named Ntereye in their arms They brought him down to the area called the CND the place in the commune where people were being killed BY MR PROSPER What did you do at this time In the meantime I met someone who informed me that the man that they were carrying  the man that was carrying Mr Ntereye later on that all the women who were there with me had just been killed They had been brought to the place where people were killed because he had been And what happened to you Did you stay in the wounded in the leg area When this person told me that all the persons who were at the communal office had just been killed that person also advised me to go back retrace my steps So I left the communal office;1;3;Witness JJ;TRA000026/1;ICTR-96-04;23.10.1997
and I went to bide in a sorghum field That is how I left that communal office and that is what I saw i il O Q A Q A MR PROSPER i il O Witness JJ I would like to thank you for your testimony I realize that it was difficult At this time Your Honours I have no further questions of this witness Thank you Prosecutor I give the floor to MR PRESIDENT Judge Pillay JUSTICE PILLAY Witness JJ I would just like some clarificationÂ° I would just like some clarification on parts of your evidence Now on the second time that you and the others were taken to the cultural center you said that you had been raped two times Was that by the same I said that they took us twice on two different occasions two different days Iâ€™m talking about the second time when you and the others were dragged to the cultural person THE WITNESS JUSTICE PILLAY center THE WITNESS It was one person who raped me twice O i Il O JUSTICE PILLAY Ai right Now after you washed yourself with the water where did you go You said that The Interahamwe came to see us time and again  Where was that THE WITNESS The water that I received to wash myself came from a woman who was a believer who gave me water and she lived very close to the communal office When the Interahamwe would come to see us from;1;3;Witness JJ;TRA000026/1;ICTR-96-04;23.10.1997
time to time in that area or even below the road we would more everywhere because we wouldnâ€™t know exactly where to go JUSTICE PILLAY THE WITNESS JUSTICE PILLAY So you were outside you were outdoors Yes we were outside You said that these young girls who were with you and who were raped were very young Can you estimate their ages for us or at least give me the age of the youngest THE WITNESS There were some girls who were around fourteen or fifteen years of age so that when they were I Il O raped they would cry out a lot JUSTICE PILLAY You said that this man told you that all these women who had been with you were killed Did you believe that THE WITNESS Most of the people that I was with at the communal office were all killed Did you know any of these young girls who were JUSTICE PILLAY raped THE WITNESS JUSTICE PILLAY THE WITNESS These were young girls who came from sectors of Murambi and Murehe and from other places as well and so we all came together at the communal office because we hoped to find some refuge there Did you ever see any of these girls again Most of these girls after having been shaken and exhausted returned to their housesÂ° And later on they were transported to the river Most of them were brought to the river Others were killed at the Taba bureau communal The I;1;3;Witness JJ;TRA000026/1;ICTR-96-04;23.10.1997
il O JUSTICE PILLAY THE WITNESS JUSTICE PILLAY day in which Ntereye was killed is when most of the others were killed as well Is Ariel a young woman who was amongst those who were raped You didnâ€™t hear me Ai right Before I ask that question what do you mean they were taken to the river They were thrown in the river in the water Ai right Then you mentioned one girlâ€™s name Ariel Was she one of those who had been raped MR PRESIDENT I donâ€™t know either I heard Ntereye but actually I have just been handed an interpreterâ€™s note Ntereye I did not mention an Ariel says the witness JUSTICE PILLAY Ai right Itâ€™s been cleared You meant Ntereye Now you said you were one of ten people who in the beginning went to the accused to make representations to him Why did you approach I il O the accused What was your purpose Thatâ€™s hot what I said I did not say that I did not say that unless you want to correct THE WITNESS me JUSTICE PILLAY THE WITNESS Well let me see what I have here This is in the beginning before the rapes and the killings You said that you saw the accused and a number of you  you said it could have been ten or more of you  went up to the accused and spoke to him Do you remember that I did not say only two people only;0;3;Witness JJ;TRA000026/1;ICTR-96-04;23.10.1997
We left as a group and we wanted to meet with the burgomaster to tell him about out problem We wanted to ask a question of him and to find out when we were going to be killed And it was on that day that we were told that there were no bullets left and that bullets had not yet been made available It was at that moment that we were chased to the compound or into the compounds that no one could find us there And it was at that time that he said that there were no bullets that should be wasted THE INTERPRETER JUSTICE PILLAY MR PRESIDENT The witness would like to know whether this was the time period youâ€™re referring to Nods affirmatively  Thank you Counsel are you ready or do you think you need more time THE INTERPRETER MR PRESIDENT Interpreter could not hear the answer the microphone was not on Court stands adjourned in recess for fifteen minutes Court recessed at  Pgs  by S Kohn Reporter  I il O i I il MR PRESIDENT The session is called to order Before we call in the witness I would like to give some information on the timing of work Today we will be sitting up to  P M Tomorrow we shall not be sitting The sitting of tomorrow is postponed to Monday because tomorrow we will be taking initial appearances Tomorrow we will not be sitting in the Akayesu trial;1;3;Witness JJ;TRA000026/1;ICTR-96-04;23.10.1997
So what was programmed for tomorrow would be postponed to Monday and todayâ€™s hearing will be concluded at  P M Draw the curtains and bring in the Before crossexamination begins can the interpretation booth make a correction for the record Before crossexamination begins can the interpretation booth make a correction for the record Iâ€™m sorry Mr President Perhaps there was an error made with regards to the age of the young girls Would it be possible to ask of this witness to clarify as to the age of the young girls who were raped MR PRESIDENT Very well I shall ask the question What was witness THE INTERPRETER f the approximate age of the young girls who were raped THE WITNESS fifteen years old THE INTERPRETER I think it was probably around thirteen or Between thirteen or fourteen years old Correction Twelve thirteen or fourteen years of age MR PRESIDENT THE INTERPRETER Yes thatâ€™s what I heard yes but did the interpreters in English bave a problem with that AIl right twelve thirteen I see For the record the English booth has a different correction The English booth has a correction When the expression perdre la tete was used the interpretation was given  MR PRESIDENT clarification JUSTICE ASPEGREN I give the floor to Judge Aspegren for When you say that the girls were twelve thirteen and fourteen years old was that the I I il O average age i il O THE WITNESS I think to me they;1;3;Witness JJ;TRA000026/1;ICTR-96-04;23.10.1997
were still children In principal a girl who is mature is aged fifteen and above She becomes a big girl more or less from fifteen JUSTICE ASPEGREN I understand but were there other girls who were maybe fifteen sixteen years old Yes there were about three girls who were older than others but I do not know their names Most of the girls in question were only aged from twelve thirteen fourteen years They were still children in other words I was only estimating their ages It is possible that they were older Yes I understand but are you talking the ages you bave given do they apply to most of the girls the majority of the girls THE WITNESS JUSTICE ASPEGREN THE WITNESS JUSTICE ASPEGREN THE WITNESS These young girls were those who were accompanying their mothers I i Il JUSTICE ASPEGREN fourteen THE WITNESS JUSTICE ASPEGREN children THE WITNESS Please listen to my question Whether they were following their mothers or not my question is the majority of the filles most of the filles did their ages range from twelve thirteen The oldest left they were able to leave but most most of them were these children So you are saying that most of them were The elder ones the older ones could run JUSTICE ASPEGREN MR PRESIDENT I understand Thank you Witness JJ we will give the floor to the counsel for crossexamination Thank you your Honour I will give the floor to the prosecutor MR PROSPER;1;3;Witness JJ;TRA000026/1;ICTR-96-04;23.10.1997
MR PRESIDENT MR PROSPER Sorry to interrupt I bave been informed by the English booth that the translation that they have a correction that they need to put on the record THE INTERPRETER Yes The correction was the expression perdre la tete which we rendered as losing consciousness actually it should be losing their minds not losing consciousness They lost their mind not they lost consciousness as we said during the interpretation So the correction has been made So we are saying Witness JJ we will now give the floor to counsel for defence to carry out crossexamination MR PRESIDENT MR TIANGAYE BY MR TIANGAYE Thank you Mr Chairman CROSSEXAMINATION Q A Q Good evening Madam First of ai I would like to know your age I am thirtyfive years old DO you acknowledge that you were questioned by the office of the prosecutor in the month of i Il O June O I donâ€™t remember that When you were questioned by the office of the prosecutor on the th of June to be precise you stated that your child died during the events in Is that correct Did you say that Pardon me Yes that is correct Speak louder First of all does the witness remember that she was questioned by the office of the prosecutor in the month of June That was the first question I do not remember the exact date I think this is what I think I heard but she remembers that she was questioned;0;3;Witness JJ;TRA000026/1;ICTR-96-04;23.10.1997
I was questioned A Q A Q i il O MR PRESIDENT THE WITNESS MR PRESIDENT THE WITNESS MR PRESIDENT She was questioned but she doesnâ€™t remember the date Now your question BY MR TIANGAYE Q She told the prosecutor that her child was A Q A Q A Q A Q A Q A Q A Q A I il killed during the event of Is that Do you know the persons who killed your child correct Yes that is correct Yes I know them Could you give their names There was a man called  it was a man called Biasangi and a woman called Kabanyana What happened to these persons I left my child with them I left my child with them when I escaped and they when they were going to run in turn they killed my child What was the age of your child At the moment the person in question is in prison And the woman arrested The woman escaped but she has not yet been What was the age of your child My child was one year eight months old Why did you not leave or escape with the child I hate myself As the day broke during daylight Mr Biasangi asked me to give him the child and since he had a cow in his house he could give him milk from the cow The witness was moving I I Il O Q A Q A Q A Q A Q A;1;3;Witness JJ;TRA000026/1;ICTR-96-04;23.10.1997
Q A Q all over the forest He was Hutu Mr Biasangi belonged to which ethnic group And Kabanyana belonged to which ethnic group She too was Hutu At the rime you had a baby didnâ€™t you It was a child who was walking How old was the child One year eight months I do not know whether my question was understood Is it the same child that was given to Biasangi Yes it is the same child The counsel asked him or asked the witness whether the witness had another child Before then I had three children but they escaped to their own direction and I escaped my You had three children or four children I had four children The youngest was the Is that the one who was one year eight months fourth MR PRESIDENT THE WITNESS own way BY MR TIANGAYE old Yes that was the youngest So that one didnâ€™t die A Q A He is the one I left with this gentleman since he told me that he could give him milk from his COWS MR PRESIDENT THE WITNESS Did that child die When we were running away from bullets that child died and when I returned I realized that the child had died Did he kill him When I returned I learned that it was the wife of that gentleman who killed him Soit is only the woman not the man who killed MR PRESIDENT THE WITNESS MR PRESIDENT the child THE WITNESS They;1;3;Witness JJ;TRA000026/1;ICTR-96-04;23.10.1997
collaborated They connived to kill him There were two of them who killed him but after having killed him they put him in a small house i I Il a kennel for dogs BY MR TIAIqGAYE I Il Q A Q A Q A Q A Q If I understand rightly you have or you had four children During the events the first three escaped The last one who was one year eight months old was still with you That is the one that was killed by Mr Biasangi and Mrs Kabanyana Is that correct Yes that is correct Now who was that baby who was with you when you were a victim of rape and sexual assault When I was raped I was still with the child I gave the child to this gentleman in the month of May During the first days of war I was still with the child I was still carrying the child on my back I was still living in the commune and I had the child on my back Thank you On what date did the killings begin in your cell started Killings began in the month of April You donâ€™t know exactly the date on which they I donâ€™t exactly remember or I donâ€™t remember the exact date when killings started Neither do you remember the date when you arrived in the bureau communal the communal A Q A Q A Q i il Q A In fact I could not even;1;3;Witness JJ;TRA000026/1;ICTR-96-04;23.10.1997
remember a date I had lost count of the days because I had lost my But when the prosecutor questioned you on June you remember that the first day when you were raped was April Is that That was only an estimate I estimated the date I made an estimate because in our place killings began around the date or began around the th day It was only an estimate of the How much time did you spend at the bureau office mind correct date communal Approximately two weeks Before seeking refuge at the bureau communal you knew that people were being killed there and why did you go there in spite of that who were going there were killed by bullets I didnâ€™t want to be killed by machetes and clubs So you had a preference to be killed by bullet I preferred to be killed by bullet because I thought that it was more painful to be killed by A I sought refuge there because I knew that people  kill another you only saw dead bodies A Q A Q A Q I il O clubs and hoes Q When you arrived at the bureau communal did you yourself see someone kill others I did not witness a scene where someone killed another but I saw where a place where people dead people were killed behind a school You spent two weeks at the bureau communal Therefore for two weeks you did not see anyone When I;1;3;Witness JJ;TRA000026/1;ICTR-96-04;23.10.1997
arrived the first group of people had already been killed and buried But if these persons had been buried what did you do to see the dead bodies When we were going when we went there we could see them because they were unearthed by dogs and Interahamwes were asking us to rebury them once more I could not ignore that because members of my family were among those people who had been killed the bureau communal The members of your family were also killed at A Q Several people in Rwanda belonged to my family and they had been killed at the bureau communal Did you know the policemen who were working at the bureau communal A Q A Q A Q A i il O I knew some of them Could you give us their names please Yes I could give you the names If I remember them I could give you the names I could mention them Yes mention them Pardon me There is a certain Gatabaruka Urimubenshi Urimubenshi a certain Athanase who was the brigadier of the police force That should be the equivalent of a corporal maybe but I donâ€™t remember his name There was another one called Mugenzi and a certain Mushumba At the moment Iâ€™m trying to mention their names but this is a long time ago I can therefore only remember the names that I bave just given you I donâ€™t remember anymore names Q Thatâ€™s all right It is not serious;1;3;Witness JJ;TRA000026/1;ICTR-96-04;23.10.1997
During your stay at the bureau communal did Mr Akayesu threaten you A The only thing I can say is that he didnâ€™t treat me well He was an authoritarian He could also protect us He didnâ€™t feed us He did nothing for us and when I went to see him he asked the policeman to get me away from there Q A Q A Q A I Il If I understand well Mr Akayesu did not personally threaten you I went to see him begging him to kill me as they had killed others Why did you address yourself to him It is because he is the only one I was seeing and I knew that he was a superior of the commune He was a leader of the commune  But is he the one who was killing people He is not the one who was killing but  THE INTERPRETER Pardon me Can the witness repeat because she has been using long sentences which cannot be easily understood The question asked is simple Is it Jean Paul Akayesu who was killing THE WITNESS I did not personally see Akayesu kill Ai I can say is that when we arrived at the bureau communal he did nothing for us whereas he was in a position to do something BY MR TIANGAYE Q On June you testified that Mr Akayesu ordered the Interahamwe to beat you up Can you tell us the number of those Interahamwes A Q A;1;3;Witness JJ;TRA000026/1;ICTR-96-04;23.10.1997
i Il O Q A Q A He was the one who gave authorization because he saw people beat us up and he said nothing Did you see him order give orders that you be beaten up The reason why I say that he was the one who gave orders is because when you when we arrived at the communal bureau and when he went to do his rounds when we sought shelter in the houses that I showed you along the road when we ran away from the tain into those houses when he came back from his rounds or patrols with the policemen he found us where we were and he would beat us and we would run away and we ran helterskelter and we tan in all directions and he saw us run in all directions under the tain What was the number of these Interahamwe At night we were beaten up by policemen and during the day we were beaten up by the Interahamwe We were beaten up by the Interahamwe by the police and in the evening by the police I asked a question on the number of Interahamwe I cannot estimate the number of the Interahamwe but I realized that there were many I could not count them especially as they came to beat I s Q A Q A Q A i il Q A Q A us up and there were many But this morning you said there were four I said;1;3;Witness JJ;TRA000026/1;ICTR-96-04;23.10.1997
that we were beaten up by four but these were not the four who stayed there everyday to beat us up Everyday the number increased I talked about four Interahamwe who I found there but later on the number their number increased And how many of them were there on the last day At that time I had lost my mind I could not count them I could only see that there were many commune These Interahamwe did they come from the Taba They came from the Taba commune Some of them I knew because they came from surrounding areas At the Taba commune there were so many Interahamwe it was so many of them that they didnâ€™t have to look for reinforcement elsewhere How many people were beaten up by the Interahamwe I cannot know that I cannot estimate their number because when I arrived the people I found there they were almost dead They looked dead This morning Madam you gave a figure It was only an estimate because I could not go I Q A Q A I Il O in there to begin counting them Did you estimate their number or what estimate did you give I estimated their number at about sixty or more but this may not be the exact figure because there were many It was only an estimate I did not count them Do you remember that four months ago you estimated their number at five hundred In fact there were indeed;1;3;Witness JJ;TRA000026/1;ICTR-96-04;23.10.1997
many I had lost my  I had lost consciousness I could not count them Now you lost consciousness or what I had lost my mind I am sorry I had lost my MR PRESIDENT THE WITNESS mind BY MR TIANGAYE Q I understand that you lost your mind but between sixty and five hundred there is a major a very big difference MR PRESIDENT We have agreed that in such cases the statement be given to the Tribunal The prosecutor can you give us copies of the witnessâ€™s statement i Il O MR PROSPER MR PRESIDENT May we mark that as Exhibit Thank you very much Counsel you may continue MR TIANGAYE Thank you Mr President BY MR TIANGAYE Q I was just reminding the witness between sixty and five hundred there is a great difference MR PRESIDENT Please indicate on what page Counsel you see the number five hundred I see it is in the second paragraph AIl right Is that what you are referring to the second paragraph in the French version where it says there are about five hundred persons at this location So the witness is saying today sixty or more refugees were at the bureau communal and the defence counsel is reminding him that he has stated to the prosecutor that there are some five hundred persons at that location Is it sixty now or is it five hundred THE WITNESS I never said five hundred I think the person who wrote that made;0;3;Witness JJ;TRA000026/1;ICTR-96-04;23.10.1997
a mistake with the number Maybe there was a mistake BY MR TIANGAYE Q A What weapons did the Interahamwe have They had clubs They had axes and swords and also small hoes They also had pointed pickaxes Pgs  reported by M Young  I Il O Q Why didnâ€™t you stay then with these You said you spent two weeks at the bureau communal with your baby Yes I had my baby when I left the bureau communal I still had my baby What did you do to feed the child Well to survive since I had some acquaintances in the commune Iâ€™d ask some people for something to eat and I would use this food to feed my baby people Well when you go and youâ€™re Tutsi Tutsis would be killed and then their livestock would be eaten How many times did you leave bureau communal to go look for food Well the entire period I spent at the commune office I went to various MR TIANGAYE Q A Q A A Q A I I O neighbors in the commune asking for food Q Would you go there during the night or during the day A At times I would go during the day but by going through the banana fields and sometimes in the evening as well some Q A Q A i il O wellwishers and believers would come bring us some water in Jerry cans to the communal office And you did this;1;3;Witness JJ;TRA000026/1;ICTR-96-04;23.10.1997
without the knowledge of the police officers and the Interahamwe The Interahamwe would come in the evening and they would beat us and then they would return and resume with the looting and the pillaging throughout the countryside But you said you were surrounded during the day by the Interahamwe and at nights by the police How would you be able to get out We were not closed into a closed area The Interahamwe would come to verify that we were still there They would come around eight oâ€™clock to see we were there Sometimes they would beat us When they had something to do in the countryside to steal or to loot then they gave us a break when they left then they would come back in the evening to verify once again if we were still there Otherwise they were not guarding i Il O Q So youâ€™re not in a closed area Youâ€™re A Well we would come there actually to us if you will the entire time We were not in a closed area we were close to the road in a place where thereâ€™s nothing to eat and where you were being beaten and where you were being raped Why would you always return to the same place then seek out out own deaths We had commanded and demanded that we be killed but our death kept being postponed tomorrow and the next day you were able to see You stated that you did not;1;3;Witness JJ;TRA000026/1;ICTR-96-04;23.10.1997
see anyone kill anyone You did not see Akayesu kill anyone and that you only saw the dead bodies and that you drew from this the conclusion that someone had been killed using clubs small hoes or perhaps even knives How did you come to this distinction A Well I drew this conclusion from what I saw because in my own area Tutsis would be killed using these types of Q You also talked about the cadavers that i il Q A Q A Q A instruments Werenâ€™t there any firearms in Taba The first group that was killed at the communal office was killed using grenades They put them somewhere in a closed area and they threw grenades at them And this grenade killed everyone Itâ€™s possible that those who did not die then were then finished off but when we arrived there at the communal office we were told that they had been killed by Q Did the Interahamwe and the police who beat you are they all in prison today or are there some who still who are free grenade men A You cannot place all the Interahamwe from Taba commune in prison You can net find enough room to put them all in a prison Many of them are still free You talked a great deal about tape To your knowledge were there cases of gang raping in Rwanda before April I donâ€™t know of any others elsewhere Q A Q A i Il O because;1;3;Witness JJ;TRA000026/1;ICTR-96-04;23.10.1997
I did not travel a great deal in the country I only saw these type of things during the war And how would you explain this phenomenon Well when I think about it I feel I feel a great deal of sorrow Did these rapes take place in public Yes the rapes were public Because for example I was raped by a group of people who raped me in the presence of children When I meet these children  and Iâ€™ma mother myself  and when I think of these combinations I really feel bad Even the persons who were raping us were a young people younger then us while we ourselves were mothers Try to imagine a mother raped by young boys younger than the woman herself and even by bandits and when I think about that the war comes alive again inside of me I pray to God to try to help me to deal with this to try to cope with it Q You said that some of the rapes took il O place in the forest or in the banana plantations is that correct Ao Anywhere where there were violent acts that were carried out because the authorities had abandoned us Anyone had full reign over us No one was there to QÂ° What was the approximate age of the protect us rapists I AÂ° I think perhaps the oldest person was around thirty years of age It depended on the group of attackers that one;1;3;Witness JJ;TRA000026/1;ICTR-96-04;23.10.1997
would encounter and among the attackers the majority was made up of young rascals the persons who would find you in your hiding place would have their way with you They would do anything they wanted with you because you would think perhaps instead of dying today perhaps that I might die tomorrow QÂ° A And the youngest person was how old Twentytwo or twentythree or maybe more maybe older In any case it was not someone who had the same age as a mother Moreover even else where else ii Q A Q A i Il O where outside of out country a mother should be respected However during the war in our country in Rwanda nudity of a mother a mother was humiliated because of her public nudity This is why it would be very difficult to still find my heart Please pray for me Did you remarry after these events I was able to remarry but my life is really never back on track since that time since I was rendered handicapped What handicap are you referring to Because of the blows I received and also because of the rape I donâ€™t know if I was contaminated I can no longer farm because I can no longer use a hoe because of the pain I have in my ribs Whereas I used to live based on the food I would grow So you can imagine the very heavy sorrow that the war has cost Q Going back;1;3;Witness JJ;TRA000026/1;ICTR-96-04;23.10.1997
to the tape did you tell your me husband about this A My husband is dead The husband I have today is my second husband iii i Il Q A Q QÂ° A Q Q Yes Iâ€™m referring to your second A Yes he knows everything because he can see what we were doing He also encountered similar problems during the husband war A Yes it did happen Anywhere you would And so on a sentimental basis you are trying to rebuild your life Yes a little bit You talked about the rapes in the forest and in the banana plantations Did you witness these rapes go you would see attackers who would rape you Did you see this at the bureau communal these rapes would you see these rapes from the bureau communal itself I went to the bureau communal afterwards Otherwise even before that I took refuge in the countryside where they would pursue us and we would change from one hiding place to the next Did Mr Akayesu personally participate in acts of tape i Il AÂ° Q A I never saw him rape anyone So what are you charging him with What Iâ€™m accusing him of is that when we came to the communal office he did nothing to protect other human beings Q Could you explain further How could he A He had the means because he never tried have prevented such rapes Did he have the means to prevent these rapes to even find;1;3;Witness JJ;TRA000026/1;ICTR-96-04;23.10.1997
out if he would fail He never tried even made an effort to find out if he would fail However when he was standing at the entrance of the center he was talking to the people who were raping us and told them or asked them never ask me again what a Tutsi woman tastes like MR TIANGAYE Mr President with your permission can we once again have the projection of Exhibit MR PRESIDENT We are going to after you have seen the projection we are going to then take a I il MR TIANGAYE MR PRESIDENT THE PROSECUTOR recess or an adjournment Are you going to finish with the crossexamination today or do you need Monday as well I will also need Monday your Honor Very good then please put up the projection then we will continue I understand counsel on this issue but I just want to raise an area of concern I spoke to Witness JJ yesterday and she informed me that she did have some pressing family concerns back in Rwanda that she needed to attend to So I just wanted the Chamber to be informed of this to see if thereâ€™s any way that we can find time tomorrow or maybe even Saturday to conclude our crossexamination so we can get her back as soon as possible As the Chamber is aware she is  recently did bave a child and I think that is important Thank you MR PRESIDENT Please put up the projection;1;3;Witness JJ;TRA000026/1;ICTR-96-04;23.10.1997
